Date,date,CDID,Value,series
2017-03-15,2017 JUL,WUMP,.22,FurnitureHousehold
2017-04-15,2017 JUL,WUMQ,.07,Health
2017-05-15,2017 JUL,WUMW,.49,Transport
2017-06-15,2017 JUL,WUMX,.02,Communication
2017-07-15,2017 JUL,WUNC,.21,RecreationCulture
2017-08-15,2017 JUL,WUND,.11,Education
2017-09-15,2017 JUL,WUNE,.39,RestaurantsHotels
2017-10-15,2017 JUL,WUNG,.18,Misc
2017-11-15,2017 JUN,WUMA,.23,Food
2017-12-15,2017 JUN,WUMB,.21,AlcoholTobacco
2017-01-15,2017 JUN,WUMC,.19,ClothingFootwear
2017-02-15,2017 JUN,WUMD,.23,HousingHouseService
2017-03-15,2017 JUN,WUMP,.19,FurnitureHousehold
2017-04-15,2017 JUN,WUMQ,.06,Health
2017-05-15,2017 JUN,WUMW,.58,Transport
2017-06-15,2017 JUN,WUMX,.04,Communication
2017-07-15,2017 JUN,WUNC,.23,RecreationCulture
2017-08-15,2017 JUN,WUND,.11,Education
2017-09-15,2017 JUN,WUNE,.41,RestaurantsHotels
2017-10-15,2017 JUN,WUNG,.17,Misc
2017-11-15,2017 MAR,WUMA,.12,Food
2017-12-15,2017 MAR,WUMB,.2,AlcoholTobacco
2017-01-15,2017 MAR,WUMC,.07,ClothingFootwear
2017-02-15,2017 MAR,WUMD,.13,HousingHouseService
2017-03-15,2017 MAR,WUMP,.07,FurnitureHousehold
2017-04-15,2017 MAR,WUMQ,.06,Health
2017-05-15,2017 MAR,WUMW,.72,Transport
2017-06-15,2017 MAR,WUMX,.08,Communication
2017-07-15,2017 MAR,WUNC,.23,RecreationCulture
2017-08-15,2017 MAR,WUND,.11,Education
2017-09-15,2017 MAR,WUNE,.36,RestaurantsHotels
2017-10-15,2017 MAR,WUNG,.17,Misc
2017-11-15,2017 MAY,WUMA,.22,Food
2017-12-15,2017 MAY,WUMB,.21,AlcoholTobacco
2017-01-15,2017 MAY,WUMC,.22,ClothingFootwear
2017-02-15,2017 MAY,WUMD,.25,HousingHouseService
2017-03-15,2017 MAY,WUMP,.14,FurnitureHousehold
2017-04-15,2017 MAY,WUMQ,.06,Health
2017-05-15,2017 MAY,WUMW,.73,Transport
2017-06-15,2017 MAY,WUMX,.04,Communication
2017-07-15,2017 MAY,WUNC,.34,RecreationCulture
2017-08-15,2017 MAY,WUND,.11,Education
2017-09-15,2017 MAY,WUNE,.39,RestaurantsHotels
2017-10-15,2017 MAY,WUNG,.16,Misc
2017-11-15,2017 NOV,WUMA,.41,Food
2017-12-15,2017 NOV,WUMB,.19,AlcoholTobacco
2017-01-15,2017 NOV,WUMC,.23,ClothingFootwear
2017-02-15,2017 NOV,WUMD,.28,HousingHouseService
2017-03-15,2017 NOV,WUMP,.17,FurnitureHousehold
2017-04-15,2017 NOV,WUMQ,.09,Health
2017-05-15,2017 NOV,WUMW,.7,Transport
2017-06-15,2017 NOV,WUMX,.04,Communication
2017-07-15,2017 NOV,WUNC,.46,RecreationCulture
2017-08-15,2017 NOV,WUND,.06,Education
2017-09-15,2017 NOV,WUNE,.41,RestaurantsHotels
2017-10-15,2017 NOV,WUNG,.05,Misc
2017-11-15,2017 OCT,WUMA,.4,Food
2017-12-15,2017 OCT,WUMB,.18,AlcoholTobacco
2017-01-15,2017 OCT,WUMC,.24,ClothingFootwear
2017-02-15,2017 OCT,WUMD,.27,HousingHouseService
2017-03-15,2017 OCT,WUMP,.18,FurnitureHousehold
2017-04-15,2017 OCT,WUMQ,.09,Health
2017-05-15,2017 OCT,WUMW,.63,Transport
2017-06-15,2017 OCT,WUMX,.04,Communication
2017-07-15,2017 OCT,WUNC,.42,RecreationCulture
2017-08-15,2017 OCT,WUND,.06,Education
2017-09-15,2017 OCT,WUNE,.4,RestaurantsHotels
2017-10-15,2017 OCT,WUNG,.09,Misc
2017-11-15,2017 SEP,WUMA,.31,Food
2017-12-15,2017 SEP,WUMB,.18,AlcoholTobacco
2017-01-15,2017 SEP,WUMC,.25,ClothingFootwear
2017-02-15,2017 SEP,WUMD,.25,HousingHouseService
2017-03-15,2017 SEP,WUMP,.24,FurnitureHousehold
2017-04-15,2017 SEP,WUMQ,.06,Health
2017-05-15,2017 SEP,WUMW,.66,Transport
2017-06-15,2017 SEP,WUMX,.05,Communication
2017-07-15,2017 SEP,WUNC,.37,RecreationCulture
2017-08-15,2017 SEP,WUND,.07,Education
2017-09-15,2017 SEP,WUNE,.39,RestaurantsHotels
2017-10-15,2017 SEP,WUNG,.14,Misc
2018-11-15,2018 APR,WUMA,.27,Food
2018-12-15,2018 APR,WUMB,.17,AlcoholTobacco
2018-01-15,2018 APR,WUMC,.13,ClothingFootwear
2018-02-15,2018 APR,WUMD,.25,HousingHouseService
2018-03-15,2018 APR,WUMP,.16,FurnitureHousehold
2018-04-15,2018 APR,WUMQ,.07,Health
2018-05-15,2018 APR,WUMW,.39,Transport
2018-06-15,2018 APR,WUMX,.03,Communication
2018-07-15,2018 APR,WUNC,.51,RecreationCulture
2018-08-15,2018 APR,WUND,.06,Education
2018-09-15,2018 APR,WUNE,.34,RestaurantsHotels
2018-10-15,2018 APR,WUNG,0,Misc
2018-11-15,2018 AUG,WUMA,.25,Food
2018-12-15,2018 AUG,WUMB,.17,AlcoholTobacco
2018-01-15,2018 AUG,WUMC,.03,ClothingFootwear
2018-02-15,2018 AUG,WUMD,.29,HousingHouseService
2018-03-15,2018 AUG,WUMP,.04,FurnitureHousehold
2018-04-15,2018 AUG,WUMQ,.06,Health
2018-05-15,2018 AUG,WUMW,.97,Transport
2018-06-15,2018 AUG,WUMX,.01,Communication
2018-07-15,2018 AUG,WUNC,.53,RecreationCulture
2018-08-15,2018 AUG,WUND,.06,Education
2018-09-15,2018 AUG,WUNE,.31,RestaurantsHotels
2018-10-15,2018 AUG,WUNG,-.07,Misc
2018-11-15,2018 DEC,WUMA,.08,Food
2018-12-15,2018 DEC,WUMB,.17,AlcoholTobacco
2018-01-15,2018 DEC,WUMC,-.06,ClothingFootwear
2018-02-15,2018 DEC,WUMD,.37,HousingHouseService
2018-03-15,2018 DEC,WUMP,.02,FurnitureHousehold
2018-04-15,2018 DEC,WUMQ,.06,Health
2018-05-15,2018 DEC,WUMW,.53,Transport
2018-06-15,2018 DEC,WUMX,.07,Communication
2018-07-15,2018 DEC,WUNC,.42,RecreationCulture
2018-08-15,2018 DEC,WUND,.07,Education
2018-09-15,2018 DEC,WUNE,.37,RestaurantsHotels
2018-10-15,2018 DEC,WUNG,.01,Misc
2018-11-15,2018 FEB,WUMA,.31,Food
2018-12-15,2018 FEB,WUMB,.24,AlcoholTobacco
2018-01-15,2018 FEB,WUMC,.29,ClothingFootwear
2018-02-15,2018 FEB,WUMD,.26,HousingHouseService
2018-03-15,2018 FEB,WUMP,.21,FurnitureHousehold
2018-04-15,2018 FEB,WUMQ,.07,Health
2018-05-15,2018 FEB,WUMW,.45,Transport
2018-06-15,2018 FEB,WUMX,-.01,Communication
2018-07-15,2018 FEB,WUNC,.44,RecreationCulture
2018-08-15,2018 FEB,WUND,.06,Education
2018-09-15,2018 FEB,WUNE,.31,RestaurantsHotels
2018-10-15,2018 FEB,WUNG,.08,Misc
2018-11-15,2018 JAN,WUMA,.38,Food
2018-12-15,2018 JAN,WUMB,.24,AlcoholTobacco
2018-01-15,2018 JAN,WUMC,.26,ClothingFootwear
2018-02-15,2018 JAN,WUMD,.26,HousingHouseService
2018-03-15,2018 JAN,WUMP,.19,FurnitureHousehold
2018-04-15,2018 JAN,WUMQ,.08,Health
2018-05-15,2018 JAN,WUMW,.5600000000000001,Transport
2018-06-15,2018 JAN,WUMX,.03,Communication
2018-07-15,2018 JAN,WUNC,.48,RecreationCulture
2018-08-15,2018 JAN,WUND,.06,Education
2018-09-15,2018 JAN,WUNE,.39,RestaurantsHotels
2018-10-15,2018 JAN,WUNG,.07,Misc
2018-11-15,2018 JUL,WUMA,.23,Food
2018-12-15,2018 JUL,WUMB,.15,AlcoholTobacco
2018-01-15,2018 JUL,WUMC,-.01,ClothingFootwear
2018-02-15,2018 JUL,WUMD,.29,HousingHouseService
2018-03-15,2018 JUL,WUMP,.08,FurnitureHousehold
2018-04-15,2018 JUL,WUMQ,.06,Health
2018-05-15,2018 JUL,WUMW,.91,Transport
2018-06-15,2018 JUL,WUMX,.04,Communication
2018-07-15,2018 JUL,WUNC,.46,RecreationCulture
2018-08-15,2018 JUL,WUND,.06,Education
2018-09-15,2018 JUL,WUNE,.3,RestaurantsHotels
2018-10-15,2018 JUL,WUNG,-.1,Misc
2018-11-15,2018 JUN,WUMA,.21,Food
2018-12-15,2018 JUN,WUMB,.17,AlcoholTobacco
2018-01-15,2018 JUN,WUMC,.04,ClothingFootwear
2018-02-15,2018 JUN,WUMD,.27,HousingHouseService
2018-03-15,2018 JUN,WUMP,.12,FurnitureHousehold
2018-04-15,2018 JUN,WUMQ,.06,Health
2018-05-15,2018 JUN,WUMW,.86,Transport
2018-06-15,2018 JUN,WUMX,.02,Communication
2018-07-15,2018 JUN,WUNC,.36,RecreationCulture
2018-08-15,2018 JUN,WUND,.06,Education
2018-09-15,2018 JUN,WUNE,.32,RestaurantsHotels
2018-10-15,2018 JUN,WUNG,-.02,Misc
2018-11-15,2018 MAR,WUMA,.31,Food
2018-12-15,2018 MAR,WUMB,.15,AlcoholTobacco
2018-01-15,2018 MAR,WUMC,.19,ClothingFootwear
2018-02-15,2018 MAR,WUMD,.25,HousingHouseService
2018-03-15,2018 MAR,WUMP,.16,FurnitureHousehold
2018-04-15,2018 MAR,WUMQ,.07,Health
2018-05-15,2018 MAR,WUMW,.48,Transport
2018-06-15,2018 MAR,WUMX,-.01,Communication
2018-07-15,2018 MAR,WUNC,.48,RecreationCulture
2018-08-15,2018 MAR,WUND,.06,Education
2018-09-15,2018 MAR,WUNE,.32,RestaurantsHotels
2018-10-15,2018 MAR,WUNG,-.01,Misc
2018-11-15,2018 MAY,WUMA,.23,Food
2018-12-15,2018 MAY,WUMB,.17,AlcoholTobacco
2018-01-15,2018 MAY,WUMC,.11,ClothingFootwear
2018-02-15,2018 MAY,WUMD,.19,HousingHouseService
2018-03-15,2018 MAY,WUMP,.13,FurnitureHousehold
2018-04-15,2018 MAY,WUMQ,.06,Health
2018-05-15,2018 MAY,WUMW,.75,Transport
2018-06-15,2018 MAY,WUMX,.02,Communication
2018-07-15,2018 MAY,WUNC,.39,RecreationCulture
2018-08-15,2018 MAY,WUND,.06,Education
2018-09-15,2018 MAY,WUNE,.32,RestaurantsHotels
2018-10-15,2018 MAY,WUNG,0,Misc
2018-11-15,2018 NOV,WUMA,.05,Food
2018-12-15,2018 NOV,WUMB,.24,AlcoholTobacco
2018-01-15,2018 NOV,WUMC,-.06,ClothingFootwear
2018-02-15,2018 NOV,WUMD,.38,HousingHouseService
2018-03-15,2018 NOV,WUMP,.04,FurnitureHousehold
2018-04-15,2018 NOV,WUMQ,.06,Health
2018-05-15,2018 NOV,WUMW,.76,Transport
2018-06-15,2018 NOV,WUMX,.04,Communication
2018-07-15,2018 NOV,WUNC,.38,RecreationCulture
2018-08-15,2018 NOV,WUND,.07,Education
2018-09-15,2018 NOV,WUNE,.32,RestaurantsHotels
2018-10-15,2018 NOV,WUNG,.03,Misc
2018-11-15,2018 OCT,WUMA,.09,Food
2018-12-15,2018 OCT,WUMB,.16,AlcoholTobacco
2018-01-15,2018 OCT,WUMC,-.07,ClothingFootwear
2018-02-15,2018 OCT,WUMD,.39,HousingHouseService
2018-03-15,2018 OCT,WUMP,.04,FurnitureHousehold
2018-04-15,2018 OCT,WUMQ,.06,Health
2018-05-15,2018 OCT,WUMW,.84,Transport
2018-06-15,2018 OCT,WUMX,.05,Communication
2018-07-15,2018 OCT,WUNC,.48,RecreationCulture
2018-08-15,2018 OCT,WUND,.07,Education
2018-09-15,2018 OCT,WUNE,.29,RestaurantsHotels
2018-10-15,2018 OCT,WUNG,0,Misc
2018-11-15,2018 SEP,WUMA,.16,Food
2018-12-15,2018 SEP,WUMB,.17,AlcoholTobacco
2018-01-15,2018 SEP,WUMC,-.03,ClothingFootwear
2018-02-15,2018 SEP,WUMD,.35,HousingHouseService
2018-03-15,2018 SEP,WUMP,.03,FurnitureHousehold
2018-04-15,2018 SEP,WUMQ,.07,Health
2018-05-15,2018 SEP,WUMW,.88,Transport
2018-06-15,2018 SEP,WUMX,.02,Communication
2018-07-15,2018 SEP,WUNC,.45,RecreationCulture
2018-08-15,2018 SEP,WUND,.06,Education
2018-09-15,2018 SEP,WUNE,.3,RestaurantsHotels
2018-10-15,2018 SEP,WUNG,-.03,Misc
2019-11-15,2019 APR,WUMA,.07,Food
2019-12-15,2019 APR,WUMB,.16,AlcoholTobacco
2019-01-15,2019 APR,WUMC,-.13,ClothingFootwear
2019-02-15,2019 APR,WUMD,.44,HousingHouseService
2019-03-15,2019 APR,WUMP,.01,FurnitureHousehold
2019-04-15,2019 APR,WUMQ,.06,Health
2019-05-15,2019 APR,WUMW,.72,Transport
2019-06-15,2019 APR,WUMX,.11,Communication
2019-07-15,2019 APR,WUNC,.23,RecreationCulture
2019-08-15,2019 APR,WUND,.07,Education
2019-09-15,2019 APR,WUNE,.29,RestaurantsHotels
2019-10-15,2019 APR,WUNG,.09,Misc
2019-11-15,2019 AUG,WUMA,.18,Food
2019-12-15,2019 AUG,WUMB,.13,AlcoholTobacco
2019-01-15,2019 AUG,WUMC,-.05,ClothingFootwear
2019-02-15,2019 AUG,WUMD,.31,HousingHouseService
2019-03-15,2019 AUG,WUMP,.05,FurnitureHousehold
2019-04-15,2019 AUG,WUMQ,.07,Health
2019-05-15,2019 AUG,WUMW,.22,Transport
2019-06-15,2019 AUG,WUMX,.09,Communication
2019-07-15,2019 AUG,WUNC,.18,RecreationCulture
2019-08-15,2019 AUG,WUND,.07,Education
2019-09-15,2019 AUG,WUNE,.33,RestaurantsHotels
2019-10-15,2019 AUG,WUNG,.17,Misc
2019-11-15,2019 DEC,WUMA,.17,Food
2019-12-15,2019 DEC,WUMB,.06,AlcoholTobacco
2019-01-15,2019 DEC,WUMC,-.06,ClothingFootwear
2019-02-15,2019 DEC,WUMD,.05,HousingHouseService
2019-03-15,2019 DEC,WUMP,.1,FurnitureHousehold
2019-04-15,2019 DEC,WUMQ,.08,Health
2019-05-15,2019 DEC,WUMW,.11,Transport
2019-06-15,2019 DEC,WUMX,.1,Communication
2019-07-15,2019 DEC,WUNC,.23,RecreationCulture
2019-08-15,2019 DEC,WUND,.06,Education
2019-09-15,2019 DEC,WUNE,.2,RestaurantsHotels
2019-10-15,2019 DEC,WUNG,.2,Misc
2019-11-15,2019 FEB,WUMA,.12,Food
2019-12-15,2019 FEB,WUMB,.21,AlcoholTobacco
2019-01-15,2019 FEB,WUMC,-.14,ClothingFootwear
2019-02-15,2019 FEB,WUMD,.16,HousingHouseService
2019-03-15,2019 FEB,WUMP,.02,FurnitureHousehold
2019-04-15,2019 FEB,WUMQ,.06,Health
2019-05-15,2019 FEB,WUMW,.48,Transport
2019-06-15,2019 FEB,WUMX,.09,Communication
2019-07-15,2019 FEB,WUNC,.47,RecreationCulture
2019-08-15,2019 FEB,WUND,.07,Education
2019-09-15,2019 FEB,WUNE,.32,RestaurantsHotels
2019-10-15,2019 FEB,WUNG,.02,Misc
2019-11-15,2019 JAN,WUMA,.09,Food
2019-12-15,2019 JAN,WUMB,.17,AlcoholTobacco
2019-01-15,2019 JAN,WUMC,-.09,ClothingFootwear
2019-02-15,2019 JAN,WUMD,.15,HousingHouseService
2019-03-15,2019 JAN,WUMP,.05,FurnitureHousehold
2019-04-15,2019 JAN,WUMQ,.06,Health
2019-05-15,2019 JAN,WUMW,.5,Transport
2019-06-15,2019 JAN,WUMX,.07,Communication
2019-07-15,2019 JAN,WUNC,.43,RecreationCulture
2019-08-15,2019 JAN,WUND,.07,Education
2019-09-15,2019 JAN,WUNE,.31,RestaurantsHotels
2019-10-15,2019 JAN,WUNG,.02,Misc
2019-11-15,2019 JUL,WUMA,.14,Food
2019-12-15,2019 JUL,WUMB,.15,AlcoholTobacco
2019-01-15,2019 JUL,WUMC,.03,ClothingFootwear
2019-02-15,2019 JUL,WUMD,.32,HousingHouseService
2019-03-15,2019 JUL,WUMP,.06,FurnitureHousehold
2019-04-15,2019 JUL,WUMQ,.07,Health
2019-05-15,2019 JUL,WUMW,.23,Transport
2019-06-15,2019 JUL,WUMX,.09,Communication
2019-07-15,2019 JUL,WUNC,.37,RecreationCulture
2019-08-15,2019 JUL,WUND,.07,Education
2019-09-15,2019 JUL,WUNE,.37,RestaurantsHotels
2019-10-15,2019 JUL,WUNG,.16,Misc
2019-11-15,2019 JUN,WUMA,.16,Food
2019-12-15,2019 JUN,WUMB,.15,AlcoholTobacco
2019-01-15,2019 JUN,WUMC,-.03,ClothingFootwear
2019-02-15,2019 JUN,WUMD,.38,HousingHouseService
2019-03-15,2019 JUN,WUMP,.06,FurnitureHousehold
2019-04-15,2019 JUN,WUMQ,.07,Health
2019-05-15,2019 JUN,WUMW,.37,Transport
2019-06-15,2019 JUN,WUMX,.1,Communication
2019-07-15,2019 JUN,WUNC,.27,RecreationCulture
2019-08-15,2019 JUN,WUND,.07,Education
2019-09-15,2019 JUN,WUNE,.3,RestaurantsHotels
2019-10-15,2019 JUN,WUNG,.1,Misc
2019-11-15,2019 MAR,WUMA,.08,Food
2019-12-15,2019 MAR,WUMB,.21,AlcoholTobacco
2019-01-15,2019 MAR,WUMC,-.11,ClothingFootwear
2019-02-15,2019 MAR,WUMD,.16,HousingHouseService
2019-03-15,2019 MAR,WUMP,.04,FurnitureHousehold
2019-04-15,2019 MAR,WUMQ,.07,Health
2019-05-15,2019 MAR,WUMW,.52,Transport
2019-06-15,2019 MAR,WUMX,.09,Communication
2019-07-15,2019 MAR,WUNC,.41,RecreationCulture
2019-08-15,2019 MAR,WUND,.07,Education
2019-09-15,2019 MAR,WUNE,.33,RestaurantsHotels
2019-10-15,2019 MAR,WUNG,.05,Misc
2019-11-15,2019 MAY,WUMA,.1,Food
2019-12-15,2019 MAY,WUMB,.13,AlcoholTobacco
2019-01-15,2019 MAY,WUMC,-.11,ClothingFootwear
2019-02-15,2019 MAY,WUMD,.45,HousingHouseService
2019-03-15,2019 MAY,WUMP,.04,FurnitureHousehold
2019-04-15,2019 MAY,WUMQ,.07,Health
2019-05-15,2019 MAY,WUMW,.43,Transport
2019-06-15,2019 MAY,WUMX,.12,Communication
2019-07-15,2019 MAY,WUNC,.28,RecreationCulture
2019-08-15,2019 MAY,WUND,.07,Education
2019-09-15,2019 MAY,WUNE,.34,RestaurantsHotels
2019-10-15,2019 MAY,WUNG,.11,Misc
2019-11-15,2019 NOV,WUMA,.21,Food
2019-12-15,2019 NOV,WUMB,.08,AlcoholTobacco
2019-01-15,2019 NOV,WUMC,0,ClothingFootwear
2019-02-15,2019 NOV,WUMD,.04,HousingHouseService
2019-03-15,2019 NOV,WUMP,.07,FurnitureHousehold
2019-04-15,2019 NOV,WUMQ,.08,Health
2019-05-15,2019 NOV,WUMW,.14,Transport
2019-06-15,2019 NOV,WUMX,.08,Communication
2019-07-15,2019 NOV,WUNC,.24,RecreationCulture
2019-08-15,2019 NOV,WUND,.06,Education
2019-09-15,2019 NOV,WUNE,.29,RestaurantsHotels
2019-10-15,2019 NOV,WUNG,.18,Misc
2019-11-15,2019 OCT,WUMA,.13,Food
2019-12-15,2019 OCT,WUMB,.14,AlcoholTobacco
2019-01-15,2019 OCT,WUMC,.03,ClothingFootwear
2019-02-15,2019 OCT,WUMD,.03,HousingHouseService
2019-03-15,2019 OCT,WUMP,.06,FurnitureHousehold
2019-04-15,2019 OCT,WUMQ,.07,Health
2019-05-15,2019 OCT,WUMW,.12,Transport
2019-06-15,2019 OCT,WUMX,.08,Communication
2019-07-15,2019 OCT,WUNC,.18,RecreationCulture
2019-08-15,2019 OCT,WUND,.06,Education
2019-09-15,2019 OCT,WUNE,.38,RestaurantsHotels
2019-10-15,2019 OCT,WUNG,.18,Misc
2019-11-15,2019 SEP,WUMA,.18,Food
2019-12-15,2019 SEP,WUMB,.12,AlcoholTobacco
2019-01-15,2019 SEP,WUMC,-.07,ClothingFootwear
2019-02-15,2019 SEP,WUMD,.26,HousingHouseService
2019-03-15,2019 SEP,WUMP,.12,FurnitureHousehold
2019-04-15,2019 SEP,WUMQ,.07,Health
2019-05-15,2019 SEP,WUMW,.1,Transport
2019-06-15,2019 SEP,WUMX,.1,Communication
2019-07-15,2019 SEP,WUNC,.22,RecreationCulture
2019-08-15,2019 SEP,WUND,.07,Education
2019-09-15,2019 SEP,WUNE,.39,RestaurantsHotels
2019-10-15,2019 SEP,WUNG,.16,Misc
2020-11-15,2020 APR,WUMA,.13,Food
2020-12-15,2020 APR,WUMB,.1,AlcoholTobacco
2020-01-15,2020 APR,WUMC,-.18,ClothingFootwear
2020-02-15,2020 APR,WUMD,-.15,HousingHouseService
2020-03-15,2020 APR,WUMP,-.01,FurnitureHousehold
2020-04-15,2020 APR,WUMQ,.06,Health
2020-05-15,2020 APR,WUMW,-.16,Transport
2020-06-15,2020 APR,WUMX,.1,Communication
2020-07-15,2020 APR,WUNC,.4,RecreationCulture
2020-08-15,2020 APR,WUND,.06,Education
2020-09-15,2020 APR,WUNE,.29,RestaurantsHotels
2020-10-15,2020 APR,WUNG,.12,Misc
2020-11-15,2020 AUG,WUMA,.04,Food
2020-12-15,2020 AUG,WUMB,.08,AlcoholTobacco
2020-01-15,2020 AUG,WUMC,-.07,ClothingFootwear
2020-02-15,2020 AUG,WUMD,-.11,HousingHouseService
2020-03-15,2020 AUG,WUMP,.04,FurnitureHousehold
2020-04-15,2020 AUG,WUMQ,.07,Health
2020-05-15,2020 AUG,WUMW,-.16,Transport
2020-06-15,2020 AUG,WUMX,.09,Communication
2020-07-15,2020 AUG,WUNC,.45,RecreationCulture
2020-08-15,2020 AUG,WUND,.06,Education
2020-09-15,2020 AUG,WUNE,-.34,RestaurantsHotels
2020-10-15,2020 AUG,WUNG,.09,Misc
2020-11-15,2020 DEC,WUMA,-.14,Food
2020-12-15,2020 DEC,WUMB,.14,AlcoholTobacco
2020-01-15,2020 DEC,WUMC,-.12,ClothingFootwear
2020-02-15,2020 DEC,WUMD,-.17,HousingHouseService
2020-03-15,2020 DEC,WUMP,-.04,FurnitureHousehold
2020-04-15,2020 DEC,WUMQ,.03,Health
2020-05-15,2020 DEC,WUMW,.28,Transport
2020-06-15,2020 DEC,WUMX,.06,Communication
2020-07-15,2020 DEC,WUNC,.44,RecreationCulture
2020-08-15,2020 DEC,WUND,.06,Education
2020-09-15,2020 DEC,WUNE,.01,RestaurantsHotels
2020-10-15,2020 DEC,WUNG,.05,Misc
2020-11-15,2020 FEB,WUMA,.12,Food
2020-12-15,2020 FEB,WUMB,.03,AlcoholTobacco
2020-01-15,2020 FEB,WUMC,.02,ClothingFootwear
2020-02-15,2020 FEB,WUMD,.24,HousingHouseService
2020-03-15,2020 FEB,WUMP,.02,FurnitureHousehold
2020-04-15,2020 FEB,WUMQ,.08,Health
2020-05-15,2020 FEB,WUMW,.28,Transport
2020-06-15,2020 FEB,WUMX,.11,Communication
2020-07-15,2020 FEB,WUNC,.23,RecreationCulture
2020-08-15,2020 FEB,WUND,.06,Education
2020-09-15,2020 FEB,WUNE,.3,RestaurantsHotels
2020-10-15,2020 FEB,WUNG,.23,Misc
2020-11-15,2020 JAN,WUMA,.14,Food
2020-12-15,2020 JAN,WUMB,.06,AlcoholTobacco
2020-01-15,2020 JAN,WUMC,.03,ClothingFootwear
2020-02-15,2020 JAN,WUMD,.26,HousingHouseService
2020-03-15,2020 JAN,WUMP,.03,FurnitureHousehold
2020-04-15,2020 JAN,WUMQ,.08,Health
2020-05-15,2020 JAN,WUMW,.28,Transport
2020-06-15,2020 JAN,WUMX,.1,Communication
2020-07-15,2020 JAN,WUNC,.24,RecreationCulture
2020-08-15,2020 JAN,WUND,.06,Education
2020-09-15,2020 JAN,WUNE,.26,RestaurantsHotels
2020-10-15,2020 JAN,WUNG,.23,Misc
2020-11-15,2020 JUL,WUMA,.08,Food
2020-12-15,2020 JUL,WUMB,.1,AlcoholTobacco
2020-01-15,2020 JUL,WUMC,.02,ClothingFootwear
2020-02-15,2020 JUL,WUMD,-.11,HousingHouseService
2020-03-15,2020 JUL,WUMP,.06,FurnitureHousehold
2020-04-15,2020 JUL,WUMQ,.09,Health
2020-05-15,2020 JUL,WUMW,-.12,Transport
2020-06-15,2020 JUL,WUMX,.1,Communication
2020-07-15,2020 JUL,WUNC,.43,RecreationCulture
2020-08-15,2020 JUL,WUND,.06,Education
2020-09-15,2020 JUL,WUNE,.21,RestaurantsHotels
2020-10-15,2020 JUL,WUNG,.13,Misc
2020-11-15,2020 JUN,WUMA,.11,Food
2020-12-15,2020 JUN,WUMB,.08,AlcoholTobacco
2020-01-15,2020 JUN,WUMC,-.13,ClothingFootwear
2020-02-15,2020 JUN,WUMD,-.15,HousingHouseService
2020-03-15,2020 JUN,WUMP,-.03,FurnitureHousehold
2020-04-15,2020 JUN,WUMQ,.06,Health
2020-05-15,2020 JUN,WUMW,-.24,Transport
2020-06-15,2020 JUN,WUMX,.09,Communication
2020-07-15,2020 JUN,WUNC,.42,RecreationCulture
2020-08-15,2020 JUN,WUND,.06,Education
2020-09-15,2020 JUN,WUNE,.21,RestaurantsHotels
2020-10-15,2020 JUN,WUNG,.13,Misc
2020-11-15,2020 MAR,WUMA,.13,Food
2020-12-15,2020 MAR,WUMB,.06,AlcoholTobacco
2020-01-15,2020 MAR,WUMC,-.07,ClothingFootwear
2020-02-15,2020 MAR,WUMD,.22,HousingHouseService
2020-03-15,2020 MAR,WUMP,.01,FurnitureHousehold
2020-04-15,2020 MAR,WUMQ,.09,Health
2020-05-15,2020 MAR,WUMW,.21,Transport
2020-06-15,2020 MAR,WUMX,.12,Communication
2020-07-15,2020 MAR,WUNC,.21,RecreationCulture
2020-08-15,2020 MAR,WUND,.06,Education
2020-09-15,2020 MAR,WUNE,.26,RestaurantsHotels
2020-10-15,2020 MAR,WUNG,.24,Misc
2020-11-15,2020 MAY,WUMA,.18,Food
2020-12-15,2020 MAY,WUMB,.1,AlcoholTobacco
2020-01-15,2020 MAY,WUMC,-.2,ClothingFootwear
2020-02-15,2020 MAY,WUMD,-.16,HousingHouseService
2020-03-15,2020 MAY,WUMP,-.03,FurnitureHousehold
2020-04-15,2020 MAY,WUMQ,.02,Health
2020-05-15,2020 MAY,WUMW,-.25,Transport
2020-06-15,2020 MAY,WUMX,.09,Communication
2020-07-15,2020 MAY,WUNC,.31,RecreationCulture
2020-08-15,2020 MAY,WUND,.06,Education
2020-09-15,2020 MAY,WUNE,.24,RestaurantsHotels
2020-10-15,2020 MAY,WUNG,.11,Misc
2020-11-15,2020 NOV,WUMA,-.06,Food
2020-12-15,2020 NOV,WUMB,.08,AlcoholTobacco
2020-01-15,2020 NOV,WUMC,-.25,ClothingFootwear
2020-02-15,2020 NOV,WUMD,-.18,HousingHouseService
2020-03-15,2020 NOV,WUMP,-.01,FurnitureHousehold
2020-04-15,2020 NOV,WUMQ,.05,Health
2020-05-15,2020 NOV,WUMW,.15,Transport
2020-06-15,2020 NOV,WUMX,.08,Communication
2020-07-15,2020 NOV,WUNC,.32,RecreationCulture
2020-08-15,2020 NOV,WUND,.06,Education
2020-09-15,2020 NOV,WUNE,.04,RestaurantsHotels
2020-10-15,2020 NOV,WUNG,.04,Misc
2020-11-15,2020 OCT,WUMA,.06,Food
2020-12-15,2020 OCT,WUMB,.08,AlcoholTobacco
2020-01-15,2020 OCT,WUMC,-.01,ClothingFootwear
2020-02-15,2020 OCT,WUMD,-.17,HousingHouseService
