date,Date,CDID,Value,Value_s,series,frequency
1948 AUG,1948-8-15,CZBH,7.9,7.9,RPI,monthly
1948 AUG,1948-8-15,D7G7,,null,CPI,monthly
1948 AUG,1948-8-15,L55O,,null,CPIH,monthly
1948 DEC,1948-12-15,CZBH,4.9,4.9,RPI,monthly
1948 DEC,1948-12-15,D7G7,,null,CPI,monthly
1948 DEC,1948-12-15,L55O,,null,CPIH,monthly
1948 JUL,1948-7-15,CZBH,7.2,7.2,RPI,monthly
1948 JUL,1948-7-15,D7G7,,null,CPI,monthly
1948 JUL,1948-7-15,L55O,,null,CPIH,monthly
1948 JUN,1948-6-15,CZBH,9.699999999999999,9.7,RPI,monthly
1948 JUN,1948-6-15,D7G7,,null,CPI,monthly
1948 JUN,1948-6-15,L55O,,null,CPIH,monthly
1948 NOV,1948-11-15,CZBH,5.1,5.1,RPI,monthly
1948 NOV,1948-11-15,D7G7,,null,CPI,monthly
1948 NOV,1948-11-15,L55O,,null,CPIH,monthly
1948 OCT,1948-10-15,CZBH,7,7,RPI,monthly
1948 OCT,1948-10-15,D7G7,,null,CPI,monthly
1948 OCT,1948-10-15,L55O,,null,CPIH,monthly
1948 Q3,1948-7-15,CZBH,7.6,7.6,RPI,quarterly
1948 Q3,1948-7-15,D7G7,,null,CPI,quarterly
1948 Q3,1948-7-15,L55O,,null,CPIH,quarterly
1948 Q4,1948-10-15,CZBH,5.7,5.7,RPI,quarterly
1948 Q4,1948-10-15,D7G7,,null,CPI,quarterly
1948 Q4,1948-10-15,L55O,,null,CPIH,quarterly
1948 SEP,1948-9-15,CZBH,7.6,7.6,RPI,monthly
1948 SEP,1948-9-15,D7G7,,null,CPI,monthly
1948 SEP,1948-9-15,L55O,,null,CPIH,monthly
1949,1949,CZBH,2.8,2.8,RPI,annual
1949,1949,D7G7,,null,CPI,annual
1949,1949,L55O,,null,CPIH,annual
1949 APR,1949-4-15,CZBH,.6,.6,RPI,monthly
1949 APR,1949-4-15,D7G7,,null,CPI,monthly
1949 APR,1949-4-15,L55O,,null,CPIH,monthly
1949 AUG,1949-8-15,CZBH,3.1,3.1,RPI,monthly
1949 AUG,1949-8-15,D7G7,,null,CPI,monthly
1949 AUG,1949-8-15,L55O,,null,CPIH,monthly
1949 DEC,1949-12-15,CZBH,3.5,3.5,RPI,monthly
1949 DEC,1949-12-15,D7G7,,null,CPI,monthly
1949 DEC,1949-12-15,L55O,,null,CPIH,monthly
1949 FEB,1949-2-15,CZBH,2.9,2.9,RPI,monthly
1949 FEB,1949-2-15,D7G7,,null,CPI,monthly
1949 FEB,1949-2-15,L55O,,null,CPIH,monthly
1949 JAN,1949-1-15,CZBH,4.6,4.6,RPI,monthly
1949 JAN,1949-1-15,D7G7,,null,CPI,monthly
1949 JAN,1949-1-15,L55O,,null,CPIH,monthly
1949 JUL,1949-7-15,CZBH,3,3,RPI,monthly
1949 JUL,1949-7-15,D7G7,,null,CPI,monthly
1949 JUL,1949-7-15,L55O,,null,CPIH,monthly
1949 JUN,1949-6-15,CZBH,1.3,1.3,RPI,monthly
1949 JUN,1949-6-15,D7G7,,null,CPI,monthly
1949 JUN,1949-6-15,L55O,,null,CPIH,monthly
1949 MAR,1949-3-15,CZBH,2.3,2.3,RPI,monthly
1949 MAR,1949-3-15,D7G7,,null,CPI,monthly
1949 MAR,1949-3-15,L55O,,null,CPIH,monthly
1949 MAY,1949-5-15,CZBH,2.6,2.6,RPI,monthly
1949 MAY,1949-5-15,D7G7,,null,CPI,monthly
1949 MAY,1949-5-15,L55O,,null,CPIH,monthly
1949 NOV,1949-11-15,CZBH,3.3,3.3,RPI,monthly
1949 NOV,1949-11-15,D7G7,,null,CPI,monthly
1949 NOV,1949-11-15,L55O,,null,CPIH,monthly
1949 OCT,1949-10-15,CZBH,3.6,3.6,RPI,monthly
1949 OCT,1949-10-15,D7G7,,null,CPI,monthly
1949 OCT,1949-10-15,L55O,,null,CPIH,monthly
1949 Q1,1949-1-15,CZBH,3.3,3.3,RPI,quarterly
1949 Q1,1949-1-15,D7G7,,null,CPI,quarterly
1949 Q1,1949-1-15,L55O,,null,CPIH,quarterly
1949 Q2,1949-4-15,CZBH,1.5,1.5,RPI,quarterly
1949 Q2,1949-4-15,D7G7,,null,CPI,quarterly
1949 Q2,1949-4-15,L55O,,null,CPIH,quarterly
1949 Q3,1949-7-15,CZBH,3.1,3.1,RPI,quarterly
1949 Q3,1949-7-15,D7G7,,null,CPI,quarterly
1949 Q3,1949-7-15,L55O,,null,CPIH,quarterly
1949 Q4,1949-10-15,CZBH,3.5,3.5,RPI,quarterly
1949 Q4,1949-10-15,D7G7,,null,CPI,quarterly
1949 Q4,1949-10-15,L55O,,null,CPIH,quarterly
1949 SEP,1949-9-15,CZBH,3.2,3.2,RPI,monthly
1949 SEP,1949-9-15,D7G7,,null,CPI,monthly
1949 SEP,1949-9-15,L55O,,null,CPIH,monthly
1950,1950,CZBH,3.1,3.1,RPI,annual
1950,1950,D7G7,,null,CPI,annual
1950,1950,L55O,,null,CPIH,annual
1950 APR,1950-4-15,CZBH,4.9,4.9,RPI,monthly
1950 APR,1950-4-15,D7G7,,null,CPI,monthly
1950 APR,1950-4-15,L55O,,null,CPIH,monthly
1950 AUG,1950-8-15,CZBH,1.7,1.7,RPI,monthly
1950 AUG,1950-8-15,D7G7,,null,CPI,monthly
1950 AUG,1950-8-15,L55O,,null,CPIH,monthly
1950 DEC,1950-12-15,CZBH,3.2,3.2,RPI,monthly
1950 DEC,1950-12-15,D7G7,,null,CPI,monthly
1950 DEC,1950-12-15,L55O,,null,CPIH,monthly
1950 FEB,1950-2-15,CZBH,3.7,3.7,RPI,monthly
1950 FEB,1950-2-15,D7G7,,null,CPI,monthly
1950 FEB,1950-2-15,L55O,,null,CPIH,monthly
1950 JAN,1950-1-15,CZBH,3.6,3.6,RPI,monthly
1950 JAN,1950-1-15,D7G7,,null,CPI,monthly
1950 JAN,1950-1-15,L55O,,null,CPIH,monthly
1950 JUL,1950-7-15,CZBH,2.2,2.2,RPI,monthly
1950 JUL,1950-7-15,D7G7,,null,CPI,monthly
1950 JUL,1950-7-15,L55O,,null,CPIH,monthly
1950 JUN,1950-6-15,CZBH,2.3,2.3,RPI,monthly
1950 JUN,1950-6-15,D7G7,,null,CPI,monthly
1950 JUN,1950-6-15,L55O,,null,CPIH,monthly
1950 MAR,1950-3-15,CZBH,4.2,4.2,RPI,monthly
1950 MAR,1950-3-15,D7G7,,null,CPI,monthly
1950 MAR,1950-3-15,L55O,,null,CPIH,monthly
1950 MAY,1950-5-15,CZBH,3.3,3.3,RPI,monthly
1950 MAY,1950-5-15,D7G7,,null,CPI,monthly
1950 MAY,1950-5-15,L55O,,null,CPIH,monthly
1950 NOV,1950-11-15,CZBH,2.9,2.9,RPI,monthly
1950 NOV,1950-11-15,D7G7,,null,CPI,monthly
1950 NOV,1950-11-15,L55O,,null,CPIH,monthly
1950 OCT,1950-10-15,CZBH,2.5,2.5,RPI,monthly
1950 OCT,1950-10-15,D7G7,,null,CPI,monthly
1950 OCT,1950-10-15,L55O,,null,CPIH,monthly
1950 Q1,1950-1-15,CZBH,3.8,3.8,RPI,quarterly
1950 Q1,1950-1-15,D7G7,,null,CPI,quarterly
1950 Q1,1950-1-15,L55O,,null,CPIH,quarterly
1950 Q2,1950-4-15,CZBH,3.5,3.5,RPI,quarterly
1950 Q2,1950-4-15,D7G7,,null,CPI,quarterly
1950 Q2,1950-4-15,L55O,,null,CPIH,quarterly
1950 Q3,1950-7-15,CZBH,2,2,RPI,quarterly
1950 Q3,1950-7-15,D7G7,,null,CPI,quarterly
1950 Q3,1950-7-15,L55O,,null,CPIH,quarterly
1950 Q4,1950-10-15,CZBH,2.9,2.9,RPI,quarterly
1950 Q4,1950-10-15,D7G7,,null,CPI,quarterly
1950 Q4,1950-10-15,L55O,,null,CPIH,quarterly
1950 SEP,1950-9-15,CZBH,2,2,RPI,monthly
1950 SEP,1950-9-15,D7G7,,null,CPI,monthly
1950 SEP,1950-9-15,L55O,,null,CPIH,monthly
1951,1951,CZBH,9.1,9.1,RPI,annual
1951,1951,D7G7,,null,CPI,annual
1951,1951,L55O,,null,CPIH,annual
1951 APR,1951-4-15,CZBH,6.3,6.3,RPI,monthly
1951 APR,1951-4-15,D7G7,,null,CPI,monthly
1951 APR,1951-4-15,L55O,,null,CPIH,monthly
1951 AUG,1951-8-15,CZBH,12.2,12.2,RPI,monthly
1951 AUG,1951-8-15,D7G7,,null,CPI,monthly
1951 AUG,1951-8-15,L55O,,null,CPIH,monthly
1951 DEC,1951-12-15,CZBH,12,12,RPI,monthly
1951 DEC,1951-12-15,D7G7,,null,CPI,monthly
1951 DEC,1951-12-15,L55O,,null,CPIH,monthly
1951 FEB,1951-2-15,CZBH,4.6,4.6,RPI,monthly
1951 FEB,1951-2-15,D7G7,,null,CPI,monthly
1951 FEB,1951-2-15,L55O,,null,CPIH,monthly
1951 JAN,1951-1-15,CZBH,3.9,3.9,RPI,monthly
1951 JAN,1951-1-15,D7G7,,null,CPI,monthly
1951 JAN,1951-1-15,L55O,,null,CPIH,monthly
1951 JUL,1951-7-15,CZBH,11.3,11.3,RPI,monthly
1951 JUL,1951-7-15,D7G7,,null,CPI,monthly
1951 JUL,1951-7-15,L55O,,null,CPIH,monthly
1951 JUN,1951-6-15,CZBH,9.6,9.6,RPI,monthly
1951 JUN,1951-6-15,D7G7,,null,CPI,monthly
1951 JUN,1951-6-15,L55O,,null,CPIH,monthly
1951 MAR,1951-3-15,CZBH,5,5,RPI,monthly
1951 MAR,1951-3-15,D7G7,,null,CPI,monthly
1951 MAR,1951-3-15,L55O,,null,CPIH,monthly
1951 MAY,1951-5-15,CZBH,8.699999999999999,8.7,RPI,monthly
1951 MAY,1951-5-15,D7G7,,null,CPI,monthly
1951 MAY,1951-5-15,L55O,,null,CPIH,monthly
1951 NOV,1951-11-15,CZBH,11.9,11.9,RPI,monthly
1951 NOV,1951-11-15,D7G7,,null,CPI,monthly
1951 NOV,1951-11-15,L55O,,null,CPIH,monthly
1951 OCT,1951-10-15,CZBH,11.9,11.9,RPI,monthly
1951 OCT,1951-10-15,D7G7,,null,CPI,monthly
1951 OCT,1951-10-15,L55O,,null,CPIH,monthly
1951 Q1,1951-1-15,CZBH,4.5,4.5,RPI,quarterly
1951 Q1,1951-1-15,D7G7,,null,CPI,quarterly
1951 Q1,1951-1-15,L55O,,null,CPIH,quarterly
1951 Q2,1951-4-15,CZBH,8.199999999999999,8.2,RPI,quarterly
1951 Q2,1951-4-15,D7G7,,null,CPI,quarterly
1951 Q2,1951-4-15,L55O,,null,CPIH,quarterly
1951 Q3,1951-7-15,CZBH,11.9,11.9,RPI,quarterly
1951 Q3,1951-7-15,D7G7,,null,CPI,quarterly
1951 Q3,1951-7-15,L55O,,null,CPIH,quarterly
1951 Q4,1951-10-15,CZBH,11.9,11.9,RPI,quarterly
1951 Q4,1951-10-15,D7G7,,null,CPI,quarterly
1951 Q4,1951-10-15,L55O,,null,CPIH,quarterly
1951 SEP,1951-9-15,CZBH,12.3,12.3,RPI,monthly
1951 SEP,1951-9-15,D7G7,,null,CPI,monthly
1951 SEP,1951-9-15,L55O,,null,CPIH,monthly
1952,1952,CZBH,9.199999999999999,9.2,RPI,annual
1952,1952,D7G7,,null,CPI,annual
1952,1952,L55O,,null,CPIH,annual
1952 APR,1952-4-15,CZBH,11.8,11.8,RPI,monthly
1952 APR,1952-4-15,D7G7,,null,CPI,monthly
1952 APR,1952-4-15,L55O,,null,CPIH,monthly
1952 AUG,1952-8-15,CZBH,7.6,7.6,RPI,monthly
1952 AUG,1952-8-15,D7G7,,null,CPI,monthly
1952 AUG,1952-8-15,L55O,,null,CPIH,monthly
1952 DEC,1952-12-15,CZBH,6.4,6.4,RPI,monthly
1952 DEC,1952-12-15,D7G7,,null,CPI,monthly
1952 DEC,1952-12-15,L55O,,null,CPIH,monthly
1952 FEB,1952-2-15,CZBH,12,12,RPI,monthly
1952 FEB,1952-2-15,D7G7,,null,CPI,monthly
1952 FEB,1952-2-15,L55O,,null,CPIH,monthly
1952 JAN,1952-1-15,CZBH,13,13,RPI,monthly
1952 JAN,1952-1-15,D7G7,,null,CPI,monthly
1952 JAN,1952-1-15,L55O,,null,CPIH,monthly
1952 JUL,1952-7-15,CZBH,8.800000000000001,8.8,RPI,monthly
1952 JUL,1952-7-15,D7G7,,null,CPI,monthly
1952 JUL,1952-7-15,L55O,,null,CPIH,monthly
1952 JUN,1952-6-15,CZBH,10.6,10.6,RPI,monthly
1952 JUN,1952-6-15,D7G7,,null,CPI,monthly
1952 JUN,1952-6-15,L55O,,null,CPIH,monthly
1952 MAR,1952-3-15,CZBH,11.8,11.8,RPI,monthly
1952 MAR,1952-3-15,D7G7,,null,CPI,monthly
1952 MAR,1952-3-15,L55O,,null,CPIH,monthly
1952 MAY,1952-5-15,CZBH,9.1,9.1,RPI,monthly
1952 MAY,1952-5-15,D7G7,,null,CPI,monthly
1952 MAY,1952-5-15,L55O,,null,CPIH,monthly
1952 NOV,1952-11-15,CZBH,6.3,6.3,RPI,monthly
1952 NOV,1952-11-15,D7G7,,null,CPI,monthly
1952 NOV,1952-11-15,L55O,,null,CPIH,monthly
1952 OCT,1952-10-15,CZBH,6.9,6.9,RPI,monthly
1952 OCT,1952-10-15,D7G7,,null,CPI,monthly
1952 OCT,1952-10-15,L55O,,null,CPIH,monthly
1952 Q1,1952-1-15,CZBH,12.3,12.3,RPI,quarterly
1952 Q1,1952-1-15,D7G7,,null,CPI,quarterly
1952 Q1,1952-1-15,L55O,,null,CPIH,quarterly
1952 Q2,1952-4-15,CZBH,10.5,10.5,RPI,quarterly
1952 Q2,1952-4-15,D7G7,,null,CPI,quarterly
1952 Q2,1952-4-15,L55O,,null,CPIH,quarterly
1952 Q3,1952-7-15,CZBH,7.7,7.7,RPI,quarterly
1952 Q3,1952-7-15,D7G7,,null,CPI,quarterly
1952 Q3,1952-7-15,L55O,,null,CPIH,quarterly
1952 Q4,1952-10-15,CZBH,6.5,6.5,RPI,quarterly
1952 Q4,1952-10-15,D7G7,,null,CPI,quarterly
1952 Q4,1952-10-15,L55O,,null,CPIH,quarterly
1952 SEP,1952-9-15,CZBH,6.7,6.7,RPI,monthly
1952 SEP,1952-9-15,D7G7,,null,CPI,monthly
1952 SEP,1952-9-15,L55O,,null,CPIH,monthly
1953,1953,CZBH,3.1,3.1,RPI,annual
1953,1953,D7G7,,null,CPI,annual
1953,1953,L55O,,null,CPIH,annual
1953 APR,1953-4-15,CZBH,4.1,4.1,RPI,monthly
1953 APR,1953-4-15,D7G7,,null,CPI,monthly
1953 APR,1953-4-15,L55O,,null,CPIH,monthly
1953 AUG,1953-8-15,CZBH,2.6,2.6,RPI,monthly
1953 AUG,1953-8-15,D7G7,,null,CPI,monthly
1953 AUG,1953-8-15,L55O,,null,CPIH,monthly
1953 DEC,1953-12-15,CZBH,1.1,1.1,RPI,monthly
1953 DEC,1953-12-15,D7G7,,null,CPI,monthly
1953 DEC,1953-12-15,L55O,,null,CPIH,monthly
1953 FEB,1953-2-15,CZBH,4.6,4.6,RPI,monthly
1953 FEB,1953-2-15,D7G7,,null,CPI,monthly
1953 FEB,1953-2-15,L55O,,null,CPIH,monthly
1953 JAN,1953-1-15,CZBH,4.4,4.4,RPI,monthly
1953 JAN,1953-1-15,D7G7,,null,CPI,monthly
1953 JAN,1953-1-15,L55O,,null,CPIH,monthly
1953 JUL,1953-7-15,CZBH,2.7,2.7,RPI,monthly
1953 JUL,1953-7-15,D7G7,,null,CPI,monthly
1953 JUL,1953-7-15,L55O,,null,CPIH,monthly
1953 JUN,1953-6-15,CZBH,2.6,2.6,RPI,monthly
1953 JUN,1953-6-15,D7G7,,null,CPI,monthly
1953 JUN,1953-6-15,L55O,,null,CPIH,monthly
1953 MAR,1953-3-15,CZBH,4.8,4.8,RPI,monthly
1953 MAR,1953-3-15,D7G7,,null,CPI,monthly
1953 MAR,1953-3-15,L55O,,null,CPIH,monthly
1953 MAY,1953-5-15,CZBH,3.7,3.7,RPI,monthly
1953 MAY,1953-5-15,D7G7,,null,CPI,monthly
1953 MAY,1953-5-15,L55O,,null,CPIH,monthly
1953 NOV,1953-11-15,CZBH,2.1,2.1,RPI,monthly
1953 NOV,1953-11-15,D7G7,,null,CPI,monthly
1953 NOV,1953-11-15,L55O,,null,CPIH,monthly
1953 OCT,1953-10-15,CZBH,1.7,1.7,RPI,monthly
1953 OCT,1953-10-15,D7G7,,null,CPI,monthly
1953 OCT,1953-10-15,L55O,,null,CPIH,monthly
1953 Q1,1953-1-15,CZBH,4.6,4.6,RPI,quarterly
1953 Q1,1953-1-15,D7G7,,null,CPI,quarterly
1953 Q1,1953-1-15,L55O,,null,CPIH,quarterly
1953 Q2,1953-4-15,CZBH,3.5,3.5,RPI,quarterly
1953 Q2,1953-4-15,D7G7,,null,CPI,quarterly
1953 Q2,1953-4-15,L55O,,null,CPIH,quarterly
1953 Q3,1953-7-15,CZBH,2.6,2.6,RPI,quarterly
1953 Q3,1953-7-15,D7G7,,null,CPI,quarterly
1953 Q3,1953-7-15,L55O,,null,CPIH,quarterly
1953 Q4,1953-10-15,CZBH,1.6,1.6,RPI,quarterly
1953 Q4,1953-10-15,D7G7,,null,CPI,quarterly
1953 Q4,1953-10-15,L55O,,null,CPIH,quarterly
1953 SEP,1953-9-15,CZBH,2.6,2.6,RPI,monthly
1953 SEP,1953-9-15,D7G7,,null,CPI,monthly
1953 SEP,1953-9-15,L55O,,null,CPIH,monthly
1954,1954,CZBH,1.8,1.8,RPI,annual
1954,1954,D7G7,,null,CPI,annual
1954,1954,L55O,,null,CPIH,annual
1954 APR,1954-4-15,CZBH,.6,.6,RPI,monthly
1954 APR,1954-4-15,D7G7,,null,CPI,monthly
1954 APR,1954-4-15,L55O,,null,CPIH,monthly
1954 AUG,1954-8-15,CZBH,2.4,2.4,RPI,monthly
1954 AUG,1954-8-15,D7G7,,null,CPI,monthly
1954 AUG,1954-8-15,L55O,,null,CPIH,monthly
1954 DEC,1954-12-15,CZBH,4,4,RPI,monthly
1954 DEC,1954-12-15,D7G7,,null,CPI,monthly
1954 DEC,1954-12-15,L55O,,null,CPIH,monthly
1954 FEB,1954-2-15,CZBH,.9,.9,RPI,monthly
1954 FEB,1954-2-15,D7G7,,null,CPI,monthly
1954 FEB,1954-2-15,L55O,,null,CPIH,monthly
1954 JAN,1954-1-15,CZBH,1.3,1.3,RPI,monthly
1954 JAN,1954-1-15,D7G7,,null,CPI,monthly
1954 JAN,1954-1-15,L55O,,null,CPIH,monthly
1954 JUL,1954-7-15,CZBH,2.3,2.3,RPI,monthly
1954 JUL,1954-7-15,D7G7,,null,CPI,monthly
1954 JUL,1954-7-15,L55O,,null,CPIH,monthly
1954 JUN,1954-6-15,CZBH,.7,.7,RPI,monthly
1954 JUN,1954-6-15,D7G7,,null,CPI,monthly
1954 JUN,1954-6-15,L55O,,null,CPIH,monthly
1954 MAR,1954-3-15,CZBH,1.1,1.1,RPI,monthly
1954 MAR,1954-3-15,D7G7,,null,CPI,monthly
1954 MAR,1954-3-15,L55O,,null,CPIH,monthly
1954 MAY,1954-5-15,CZBH,.7,.7,RPI,monthly
1954 MAY,1954-5-15,D7G7,,null,CPI,monthly
1954 MAY,1954-5-15,L55O,,null,CPIH,monthly
1954 NOV,1954-11-15,CZBH,3,3,RPI,monthly
1954 NOV,1954-11-15,D7G7,,null,CPI,monthly
1954 NOV,1954-11-15,L55O,,null,CPIH,monthly
1954 OCT,1954-10-15,CZBH,2.8,2.8,RPI,monthly
1954 OCT,1954-10-15,D7G7,,null,CPI,monthly
1954 OCT,1954-10-15,L55O,,null,CPIH,monthly
1954 Q1,1954-1-15,CZBH,1.1,1.1,RPI,quarterly
1954 Q1,1954-1-15,D7G7,,null,CPI,quarterly
1954 Q1,1954-1-15,L55O,,null,CPIH,quarterly
1954 Q2,1954-4-15,CZBH,.7,.7,RPI,quarterly
1954 Q2,1954-4-15,D7G7,,null,CPI,quarterly
1954 Q2,1954-4-15,L55O,,null,CPIH,quarterly
1954 Q3,1954-7-15,CZBH,2.4,2.4,RPI,quarterly
1954 Q3,1954-7-15,D7G7,,null,CPI,quarterly
1954 Q3,1954-7-15,L55O,,null,CPIH,quarterly
1954 Q4,1954-10-15,CZBH,3.3,3.3,RPI,quarterly
1954 Q4,1954-10-15,D7G7,,null,CPI,quarterly
1954 Q4,1954-10-15,L55O,,null,CPIH,quarterly
1954 SEP,1954-9-15,CZBH,2.4,2.4,RPI,monthly
1954 SEP,1954-9-15,D7G7,,null,CPI,monthly
1954 SEP,1954-9-15,L55O,,null,CPIH,monthly
1955,1955,CZBH,4.5,4.5,RPI,annual
1955,1955,D7G7,,null,CPI,annual
1955,1955,L55O,,null,CPIH,annual
1955 APR,1955-4-15,CZBH,3.6,3.6,RPI,monthly
1955 APR,1955-4-15,D7G7,,null,CPI,monthly
1955 APR,1955-4-15,L55O,,null,CPIH,monthly
1955 AUG,1955-8-15,CZBH,3.8,3.8,RPI,monthly
1955 AUG,1955-8-15,D7G7,,null,CPI,monthly
1955 AUG,1955-8-15,L55O,,null,CPIH,monthly
1955 DEC,1955-12-15,CZBH,5.8,5.8,RPI,monthly
1955 DEC,1955-12-15,D7G7,,null,CPI,monthly
1955 DEC,1955-12-15,L55O,,null,CPIH,monthly
1955 FEB,1955-2-15,CZBH,4.4,4.4,RPI,monthly
1955 FEB,1955-2-15,D7G7,,null,CPI,monthly
1955 FEB,1955-2-15,L55O,,null,CPIH,monthly
1955 JAN,1955-1-15,CZBH,4.2,4.2,RPI,monthly
1955 JAN,1955-1-15,D7G7,,null,CPI,monthly
1955 JAN,1955-1-15,L55O,,null,CPIH,monthly
1955 JUL,1955-7-15,CZBH,3.8,3.8,RPI,monthly
1955 JUL,1955-7-15,D7G7,,null,CPI,monthly
1955 JUL,1955-7-15,L55O,,null,CPIH,monthly
1955 JUN,1955-6-15,CZBH,5.2,5.2,RPI,monthly
1955 JUN,1955-6-15,D7G7,,null,CPI,monthly
1955 JUN,1955-6-15,L55O,,null,CPIH,monthly
1955 MAR,1955-3-15,CZBH,3.4,3.4,RPI,monthly
1955 MAR,1955-3-15,D7G7,,null,CPI,monthly
1955 MAR,1955-3-15,L55O,,null,CPIH,monthly
1955 MAY,1955-5-15,CZBH,3.7,3.7,RPI,monthly
1955 MAY,1955-5-15,D7G7,,null,CPI,monthly
1955 MAY,1955-5-15,L55O,,null,CPIH,monthly
1955 NOV,1955-11-15,CZBH,6.4,6.4,RPI,monthly
1955 NOV,1955-11-15,D7G7,,null,CPI,monthly
1955 NOV,1955-11-15,L55O,,null,CPIH,monthly
1955 OCT,1955-10-15,CZBH,5.2,5.2,RPI,monthly
1955 OCT,1955-10-15,D7G7,,null,CPI,monthly
1955 OCT,1955-10-15,L55O,,null,CPIH,monthly
1955 Q1,1955-1-15,CZBH,4,4,RPI,quarterly
1955 Q1,1955-1-15,D7G7,,null,CPI,quarterly
1955 Q1,1955-1-15,L55O,,null,CPIH,quarterly
1955 Q2,1955-4-15,CZBH,4.2,4.2,RPI,quarterly
1955 Q2,1955-4-15,D7G7,,null,CPI,quarterly
1955 Q2,1955-4-15,L55O,,null,CPIH,quarterly
1955 Q3,1955-7-15,CZBH,4.1,4.1,RPI,quarterly
1955 Q3,1955-7-15,D7G7,,null,CPI,quarterly
1955 Q3,1955-7-15,L55O,,null,CPIH,quarterly
1955 Q4,1955-10-15,CZBH,5.8,5.8,RPI,quarterly
1955 Q4,1955-10-15,D7G7,,null,CPI,quarterly
1955 Q4,1955-10-15,L55O,,null,CPIH,quarterly
1955 SEP,1955-9-15,CZBH,4.6,4.6,RPI,monthly
1955 SEP,1955-9-15,D7G7,,null,CPI,monthly
1955 SEP,1955-9-15,L55O,,null,CPIH,monthly
1956,1956,CZBH,4.9,4.9,RPI,annual
1956,1956,D7G7,,null,CPI,annual
1956,1956,L55O,,null,CPIH,annual
1956 APR,1956-4-15,CZBH,7.3,7.3,RPI,monthly
1956 APR,1956-4-15,D7G7,,null,CPI,monthly
1956 APR,1956-4-15,L55O,,null,CPIH,monthly
1956 AUG,1956-8-15,CZBH,5.2,5.2,RPI,monthly
1956 AUG,1956-8-15,D7G7,,null,CPI,monthly
1956 AUG,1956-8-15,L55O,,null,CPIH,monthly
1956 DEC,1956-12-15,CZBH,3,3,RPI,monthly
1956 DEC,1956-12-15,D7G7,,null,CPI,monthly
1956 DEC,1956-12-15,L55O,,null,CPIH,monthly
1956 FEB,1956-2-15,CZBH,5.1,5.1,RPI,monthly
1956 FEB,1956-2-15,D7G7,,null,CPI,monthly
1956 FEB,1956-2-15,L55O,,null,CPIH,monthly
1956 JAN,1956-1-15,CZBH,5.1,5.1,RPI,monthly
1956 JAN,1956-1-15,D7G7,,null,CPI,monthly
1956 JAN,1956-1-15,L55O,,null,CPIH,monthly
1956 JUL,1956-7-15,CZBH,4.3,4.3,RPI,monthly
1956 JUL,1956-7-15,D7G7,,null,CPI,monthly
1956 JUL,1956-7-15,L55O,,null,CPIH,monthly
1956 JUN,1956-6-15,CZBH,5,5,RPI,monthly
1956 JUN,1956-6-15,D7G7,,null,CPI,monthly
1956 JUN,1956-6-15,L55O,,null,CPIH,monthly
1956 MAR,1956-3-15,CZBH,6.4,6.4,RPI,monthly
1956 MAR,1956-3-15,D7G7,,null,CPI,monthly
1956 MAR,1956-3-15,L55O,,null,CPIH,monthly
1956 MAY,1956-5-15,CZBH,7.3,7.3,RPI,monthly
1956 MAY,1956-5-15,D7G7,,null,CPI,monthly
1956 MAY,1956-5-15,L55O,,null,CPIH,monthly
1956 NOV,1956-11-15,CZBH,2.7,2.7,RPI,monthly
1956 NOV,1956-11-15,D7G7,,null,CPI,monthly
1956 NOV,1956-11-15,L55O,,null,CPIH,monthly
1956 OCT,1956-10-15,CZBH,3.9,3.9,RPI,monthly
1956 OCT,1956-10-15,D7G7,,null,CPI,monthly
1956 OCT,1956-10-15,L55O,,null,CPIH,monthly
1956 Q1,1956-1-15,CZBH,5.5,5.5,RPI,quarterly
1956 Q1,1956-1-15,D7G7,,null,CPI,quarterly
1956 Q1,1956-1-15,L55O,,null,CPIH,quarterly
1956 Q2,1956-4-15,CZBH,6.5,6.5,RPI,quarterly
1956 Q2,1956-4-15,D7G7,,null,CPI,quarterly
1956 Q2,1956-4-15,L55O,,null,CPIH,quarterly
1956 Q3,1956-7-15,CZBH,4.6,4.6,RPI,quarterly
1956 Q3,1956-7-15,D7G7,,null,CPI,quarterly
1956 Q3,1956-7-15,L55O,,null,CPIH,quarterly
1956 Q4,1956-10-15,CZBH,3.2,3.2,RPI,quarterly
1956 Q4,1956-10-15,D7G7,,null,CPI,quarterly
1956 Q4,1956-10-15,L55O,,null,CPIH,quarterly
1956 SEP,1956-9-15,CZBH,4.4,4.4,RPI,monthly
1956 SEP,1956-9-15,D7G7,,null,CPI,monthly
1956 SEP,1956-9-15,L55O,,null,CPIH,monthly
1957,1957,CZBH,3.7,3.7,RPI,annual
1957,1957,D7G7,,null,CPI,annual
1957,1957,L55O,,null,CPIH,annual
1957 APR,1957-4-15,CZBH,1.8,1.8,RPI,monthly
1957 APR,1957-4-15,D7G7,,null,CPI,monthly
1957 APR,1957-4-15,L55O,,null,CPIH,monthly
1957 AUG,1957-8-15,CZBH,4,4,RPI,monthly
1957 AUG,1957-8-15,D7G7,,null,CPI,monthly
1957 AUG,1957-8-15,L55O,,null,CPIH,monthly
1957 DEC,1957-12-15,CZBH,4.6,4.6,RPI,monthly
1957 DEC,1957-12-15,D7G7,,null,CPI,monthly
1957 DEC,1957-12-15,L55O,,null,CPIH,monthly
1957 FEB,1957-2-15,CZBH,4.3,4.3,RPI,monthly
